Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2025-06-02 00:00:00-04:00,10.0,10.005000114440918,9.989999771118164,10.0,494700,0.0,0.0
2025-06-03 00:00:00-04:00,10.010000228881836,10.010000228881836,10.0,10.0,263900,0.0,0.0
2025-06-04 00:00:00-04:00,9.979999542236328,10.010000228881836,9.979999542236328,10.010000228881836,1194900,0.0,0.0
2025-06-05 00:00:00-04:00,10.020000457763672,10.020000457763672,10.0,10.0,165600,0.0,0.0
2025-06-06 00:00:00-04:00,10.0,10.0,10.0,10.0,58100,0.0,0.0
2025-06-09 00:00:00-04:00,10.010000228881836,10.010000228881836,10.0,10.005000114440918,261100,0.0,0.0
2025-06-10 00:00:00-04:00,10.010000228881836,10.020000457763672,10.005000114440918,10.020000457763672,395100,0.0,0.0
2025-06-11 00:00:00-04:00,10.020000457763672,10.020000457763672,10.020000457763672,10.020000457763672,6200,0.0,0.0
2025-06-12 00:00:00-04:00,10.020000457763672,10.020000457763672,10.013999938964844,10.020000457763672,109500,0.0,0.0
2025-06-13 00:00:00-04:00,10.039999961853027,10.039999961853027,10.029999732971191,10.029999732971191,26800,0.0,0.0
2025-06-16 00:00:00-04:00,10.029999732971191,10.029999732971191,10.029999732971191,10.029999732971191,0,0.0,0.0
2025-06-17 00:00:00-04:00,10.029999732971191,10.029999732971191,10.029999732971191,10.029999732971191,500,0.0,0.0
2025-06-18 00:00:00-04:00,10.020000457763672,10.039999961853027,10.020000457763672,10.029999732971191,168500,0.0,0.0
2025-06-20 00:00:00-04:00,10.039999961853027,10.039999961853027,10.029999732971191,10.029999732971191,2900,0.0,0.0
2025-06-23 00:00:00-04:00,10.029999732971191,10.039999961853027,10.029999732971191,10.039999961853027,49600,0.0,0.0
2025-06-24 00:00:00-04:00,10.039999961853027,10.039999961853027,10.039999961853027,10.039999961853027,32600,0.0,0.0
2025-06-25 00:00:00-04:00,10.029999732971191,10.039999961853027,10.029999732971191,10.039999961853027,553300,0.0,0.0
2025-06-26 00:00:00-04:00,10.0600004196167,10.0600004196167,10.0600004196167,10.0600004196167,100,0.0,0.0
2025-06-27 00:00:00-04:00,10.050000190734863,10.050000190734863,10.050000190734863,10.050000190734863,1000,0.0,0.0
2025-06-30 00:00:00-04:00,10.039999961853027,10.109999656677246,10.039999961853027,10.069999694824219,246700,0.0,0.0
2025-07-01 00:00:00-04:00,10.0600004196167,10.079999923706055,10.0600004196167,10.069999694824219,56100,0.0,0.0
2025-07-02 00:00:00-04:00,10.050000190734863,10.050000190734863,10.050000190734863,10.050000190734863,100,0.0,0.0
2025-07-03 00:00:00-04:00,10.050000190734863,10.050000190734863,10.050000190734863,10.050000190734863,0,0.0,0.0
2025-07-07 00:00:00-04:00,10.050000190734863,10.050000190734863,10.050000190734863,10.050000190734863,0,0.0,0.0
2025-07-08 00:00:00-04:00,10.055000305175781,10.0600004196167,10.055000305175781,10.0600004196167,25700,0.0,0.0
2025-07-09 00:00:00-04:00,10.0600004196167,10.0600004196167,10.039999961853027,10.039999961853027,30200,0.0,0.0
2025-07-10 00:00:00-04:00,10.0600004196167,10.0600004196167,10.0600004196167,10.0600004196167,12700,0.0,0.0
2025-07-11 00:00:00-04:00,10.029999732971191,10.039999961853027,10.029999732971191,10.039999961853027,10200,0.0,0.0
2025-07-14 00:00:00-04:00,10.038999557495117,10.0600004196167,10.029999732971191,10.0600004196167,196300,0.0,0.0
2025-07-15 00:00:00-04:00,10.0600004196167,10.0600004196167,10.050000190734863,10.0600004196167,4500,0.0,0.0
2025-07-16 00:00:00-04:00,10.0600004196167,10.069999694824219,10.050000190734863,10.069999694824219,484700,0.0,0.0
2025-07-17 00:00:00-04:00,10.069999694824219,10.069999694824219,10.069999694824219,10.069999694824219,600,0.0,0.0
2025-07-18 00:00:00-04:00,10.079999923706055,10.09000015258789,10.0600004196167,10.069999694824219,2200,0.0,0.0
2025-07-21 00:00:00-04:00,10.069999694824219,10.069999694824219,10.069999694824219,10.069999694824219,17100,0.0,0.0
2025-07-22 00:00:00-04:00,10.0600004196167,10.0600004196167,10.0600004196167,10.0600004196167,16600,0.0,0.0
2025-07-23 00:00:00-04:00,10.074999809265137,10.086000442504883,10.074999809265137,10.086000442504883,16100,0.0,0.0
2025-07-24 00:00:00-04:00,10.079999923706055,10.079999923706055,10.079999923706055,10.079999923706055,15400,0.0,0.0
2025-07-25 00:00:00-04:00,10.062000274658203,10.074999809265137,10.0600004196167,10.069999694824219,19500,0.0,0.0
2025-07-28 00:00:00-04:00,10.079999923706055,10.079999923706055,10.0600004196167,10.0600004196167,17100,0.0,0.0
2025-07-29 00:00:00-04:00,10.0600004196167,10.069999694824219,10.055000305175781,10.0600004196167,63400,0.0,0.0
2025-07-30 00:00:00-04:00,10.079999923706055,10.079999923706055,10.050000190734863,10.053999900817871,54300,0.0,0.0
2025-07-31 00:00:00-04:00,10.050000190734863,10.079999923706055,10.050000190734863,10.069999694824219,66200,0.0,0.0
2025-08-01 00:00:00-04:00,10.100000381469727,10.100000381469727,10.09000015258789,10.09000015258789,6000,0.0,0.0
2025-08-04 00:00:00-04:00,10.100000381469727,10.100000381469727,10.09000015258789,10.09000015258789,6100,0.0,0.0
2025-08-05 00:00:00-04:00,10.100000381469727,10.100000381469727,10.100000381469727,10.100000381469727,5700,0.0,0.0
2025-08-06 00:00:00-04:00,10.100000381469727,10.100000381469727,10.079999923706055,10.079999923706055,7300,0.0,0.0
2025-08-07 00:00:00-04:00,10.100000381469727,10.100000381469727,10.09000015258789,10.09000015258789,14500,0.0,0.0
2025-08-08 00:00:00-04:00,10.300000190734863,10.300000190734863,10.100000381469727,10.100000381469727,5400,0.0,0.0
2025-08-11 00:00:00-04:00,10.199999809265137,10.199999809265137,10.0600004196167,10.069999694824219,63700,0.0,0.0
2025-08-12 00:00:00-04:00,10.079999923706055,10.09000015258789,10.079999923706055,10.09000015258789,6800,0.0,0.0
2025-08-13 00:00:00-04:00,10.0600004196167,10.100000381469727,10.0600004196167,10.069999694824219,198400,0.0,0.0
2025-08-14 00:00:00-04:00,10.0600004196167,10.069999694824219,10.0600004196167,10.069999694824219,357000,0.0,0.0
2025-08-15 00:00:00-04:00,10.069999694824219,10.069999694824219,10.069999694824219,10.069999694824219,13500,0.0,0.0
2025-08-18 00:00:00-04:00,10.069999694824219,10.069999694824219,10.069999694824219,10.069999694824219,0,0.0,0.0
2025-08-19 00:00:00-04:00,10.079999923706055,10.09000015258789,10.079999923706055,10.09000015258789,7800,0.0,0.0
2025-08-20 00:00:00-04:00,10.09000015258789,10.100000381469727,10.09000015258789,10.095000267028809,105500,0.0,0.0
2025-08-21 00:00:00-04:00,10.100000381469727,10.100000381469727,10.069999694824219,10.069999694824219,1000,0.0,0.0
2025-08-22 00:00:00-04:00,10.199999809265137,10.199999809265137,10.069999694824219,10.069999694824219,500,0.0,0.0
2025-08-25 00:00:00-04:00,10.149999618530273,10.149999618530273,10.079999923706055,10.079999923706055,500,0.0,0.0
2025-08-26 00:00:00-04:00,10.149999618530273,10.149999618530273,10.079999923706055,10.079999923706055,300,0.0,0.0
2025-08-27 00:00:00-04:00,10.100000381469727,10.100000381469727,10.079999923706055,10.079999923706055,45200,0.0,0.0
2025-08-28 00:00:00-04:00,10.100000381469727,10.100000381469727,10.100000381469727,10.100000381469727,100,0.0,0.0
2025-08-29 00:00:00-04:00,10.100000381469727,10.100000381469727,10.079999923706055,10.079999923706055,1100,0.0,0.0
2025-09-02 00:00:00-04:00,10.100000381469727,10.100000381469727,10.079999923706055,10.079999923706055,8300,0.0,0.0
2025-09-03 00:00:00-04:00,10.100000381469727,10.100000381469727,10.081999778747559,10.081999778747559,400,0.0,0.0
2025-09-04 00:00:00-04:00,10.149999618530273,10.149999618530273,10.100000381469727,10.100000381469727,400,0.0,0.0
2025-09-05 00:00:00-04:00,10.100000381469727,10.100000381469727,10.100000381469727,10.100000381469727,0,0.0,0.0
2025-09-08 00:00:00-04:00,10.100000381469727,10.100000381469727,10.100000381469727,10.100000381469727,6900,0.0,0.0
2025-09-09 00:00:00-04:00,10.086999893188477,10.104999542236328,10.079999923706055,10.100000381469727,57800,0.0,0.0
2025-09-10 00:00:00-04:00,10.100000381469727,10.100000381469727,10.100000381469727,10.100000381469727,0,0.0,0.0
2025-09-11 00:00:00-04:00,10.100000381469727,10.100000381469727,10.079999923706055,10.079999923706055,1200,0.0,0.0
2025-09-12 00:00:00-04:00,10.079999923706055,10.079999923706055,10.079999923706055,10.079999923706055,0,0.0,0.0
2025-09-15 00:00:00-04:00,10.079999923706055,10.079999923706055,10.079999923706055,10.079999923706055,0,0.0,0.0
2025-09-16 00:00:00-04:00,10.09000015258789,10.09000015258789,10.09000015258789,10.09000015258789,3100,0.0,0.0
2025-09-17 00:00:00-04:00,10.09000015258789,10.09000015258789,10.09000015258789,10.09000015258789,0,0.0,0.0
2025-09-18 00:00:00-04:00,10.09000015258789,10.09000015258789,10.09000015258789,10.09000015258789,100,0.0,0.0
2025-09-19 00:00:00-04:00,10.09000015258789,10.09000015258789,10.09000015258789,10.09000015258789,100,0.0,0.0
2025-09-22 00:00:00-04:00,10.09000015258789,10.09000015258789,10.09000015258789,10.09000015258789,100,0.0,0.0
2025-09-23 00:00:00-04:00,10.100000381469727,10.10099983215332,10.100000381469727,10.10099983215332,31100,0.0,0.0
2025-09-24 00:00:00-04:00,10.100000381469727,10.109999656677246,10.100000381469727,10.109999656677246,6200,0.0,0.0
2025-09-25 00:00:00-04:00,10.109999656677246,10.109999656677246,10.109999656677246,10.109999656677246,43200,0.0,0.0
2025-09-26 00:00:00-04:00,10.109999656677246,10.109999656677246,10.109999656677246,10.109999656677246,0,0.0,0.0
2025-09-29 00:00:00-04:00,10.109999656677246,10.109999656677246,10.109999656677246,10.109999656677246,200,0.0,0.0
2025-09-30 00:00:00-04:00,10.109999656677246,10.109999656677246,10.109999656677246,10.109999656677246,0,0.0,0.0
2025-10-01 00:00:00-04:00,10.118000030517578,10.118000030517578,10.118000030517578,10.118000030517578,2500,0.0,0.0
2025-10-02 00:00:00-04:00,10.119999885559082,10.119999885559082,10.119999885559082,10.119999885559082,15100,0.0,0.0
2025-10-03 00:00:00-04:00,10.130000114440918,10.140000343322754,10.109999656677246,10.140000343322754,54500,0.0,0.0
2025-10-06 00:00:00-04:00,10.149999618530273,10.15999984741211,10.109999656677246,10.109999656677246,14100,0.0,0.0
