Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2022-01-03 00:00:00-05:00,93.07333374023438,93.4000015258789,89.63999938964844,90.70166778564453,7802400,0.0,0.0
2022-01-04 00:00:00-05:00,89.57499694824219,90.72166442871094,85.5566635131836,87.33333587646484,9586200,0.0,0.0
2022-01-05 00:00:00-05:00,85.54166412353516,86.74833679199219,83.61000061035156,84.1433334350586,7494000,0.0,0.0
2022-01-06 00:00:00-05:00,83.5,90.16666412353516,82.83499908447266,88.8183364868164,16553400,0.0,0.0
2022-01-07 00:00:00-05:00,87.80999755859375,91.36666870117188,87.38333129882812,87.5816650390625,13586400,0.0,0.0
2022-01-10 00:00:00-05:00,85.63166809082031,87.43000030517578,82.0,87.10166931152344,14975400,0.0,0.0
2022-01-11 00:00:00-05:00,85.78666687011719,88.28333282470703,85.3066635131836,87.67500305175781,7239000,0.0,0.0
2022-01-12 00:00:00-05:00,88.10166931152344,89.63333129882812,86.37999725341797,88.66999816894531,6079200,0.0,0.0
2022-01-13 00:00:00-05:00,88.66999816894531,89.01333618164062,82.66999816894531,83.0999984741211,9814800,0.0,0.0
2022-01-14 00:00:00-05:00,81.92500305175781,83.52999877929688,81.06666564941406,83.18499755859375,8197200,0.0,0.0
2022-01-18 00:00:00-05:00,81.60333251953125,86.66666412353516,81.57666778564453,83.72833251953125,9919800,0.0,0.0
2022-01-19 00:00:00-05:00,84.0616683959961,87.89833068847656,83.7683334350586,86.60166931152344,12321000,0.0,0.0
2022-01-20 00:00:00-05:00,86.80166625976562,89.4800033569336,86.51333618164062,86.61166381835938,10086600,0.0,0.0
2022-01-21 00:00:00-05:00,85.94166564941406,86.30166625976562,80.42666625976562,80.6050033569336,15534600,0.0,0.0
2022-01-24 00:00:00-05:00,79.086669921875,84.87833404541016,75.95999908447266,84.03500366210938,17531400,0.0,0.0
2022-01-25 00:00:00-05:00,83.17333221435547,83.28666687011719,79.19000244140625,79.24500274658203,11380800,0.0,0.0
2022-01-26 00:00:00-05:00,80.66666412353516,83.46499633789062,78.83333587646484,79.37333679199219,11527800,0.0,0.0
2022-01-27 00:00:00-05:00,80.91500091552734,84.07167053222656,80.71333312988281,80.87000274658203,10009200,0.0,0.0
2022-01-28 00:00:00-05:00,81.2750015258789,83.38999938964844,80.03166961669922,82.69499969482422,8245800,0.0,0.0
2022-01-31 00:00:00-05:00,82.69499969482422,86.52666473388672,82.69499969482422,86.23332977294922,10125000,0.0,0.0
2022-02-01 00:00:00-05:00,86.30999755859375,86.66666412353516,83.87166595458984,85.47666931152344,8433000,0.0,0.0
2022-02-02 00:00:00-05:00,86.14167022705078,86.38166809082031,84.23332977294922,84.9000015258789,6327000,0.0,0.0
2022-02-03 00:00:00-05:00,82.90666961669922,84.87000274658203,81.79499816894531,82.0683364868164,6310200,0.0,0.0
2022-02-04 00:00:00-05:00,81.86166381835938,86.53333282470703,81.33499908447266,85.91666412353516,8936400,0.0,0.0
2022-02-07 00:00:00-05:00,85.45166778564453,86.95999908447266,84.91999816894531,85.163330078125,4217400,0.0,0.0
2022-02-08 00:00:00-05:00,85.05500030517578,86.32499694824219,84.1683349609375,85.54166412353516,7939800,0.0,0.0
2022-02-09 00:00:00-05:00,86.66666412353516,89.54000091552734,86.4433364868164,89.0816650390625,6468600,0.0,0.0
2022-02-10 00:00:00-05:00,86.92832946777344,89.61000061035156,86.83333587646484,87.95833587646484,5268600,0.0,0.0
2022-02-11 00:00:00-05:00,88.65333557128906,89.33333587646484,84.45166778564453,85.0250015258789,7039800,0.0,0.0
2022-02-14 00:00:00-05:00,84.3133316040039,87.875,84.3133316040039,86.836669921875,6825000,0.0,0.0
2022-02-15 00:00:00-05:00,87.836669921875,89.27166748046875,86.96666717529297,87.73332977294922,7201200,0.0,0.0
2022-02-16 00:00:00-05:00,86.47666931152344,88.33000183105469,85.75833129882812,87.73500061035156,5783400,0.0,0.0
2022-02-17 00:00:00-05:00,86.6050033569336,87.25833129882812,82.83333587646484,83.19000244140625,7322400,0.0,0.0
